review_text,sentiment,cluster12,cluster_label,x,y
The interface is intuitive. I am giving a three because my online data did not sync when I upgraded.,Neutral,9,Sync & login issues,9.9468155,5.969422
Oohh im very hardly managing it and its a disgusting app just a waste of time. Also it is not uninstalling.,Negative,7,App stability & updates,10.624896,3.9880016
Great for neat month view. Unfortunately it has started notifying event reminders AFTER the event? Not good.,Negative,10,Calendar integration,14.603085,7.042544
"Keep getting a pop up ""Re-authorisation failed"" even though my Google account is already authorised on my account",Negative,9,Sync & login issues,9.515485,4.9536552
"Loving it! But are there themes on the horizon? Not a huge fan on purple! And where can see a weekly/monthly summary of how I'm keeping up with my dailies? Also I noticed a bug when I accidentally hit 'create' multiple times for a new daily, it will create multiple instances of it.",Neutral,3,Ease of use,12.513695,3.6962216
Deleted old tags show up again when installing app on another device. Also my timer doesn't start automatically in plant together mode and I can quit even when room owner started the timer. It takes 10-20s to sync the countdown timer.,Positive,9,Sync & login issues,11.532923,6.1117725
My phone is not getting locked while using it I am able to use the other apps also,Neutral,9,Sync & login issues,10.229496,5.0343046
"Too bad dark mode is premium only, I moved to another app immediately, so I can't really judge how good is it, the dark mode is a deal breaker to me when other apps are providing it for free. I usually check my progress at night before bed, my eyes would appreciate a dark UI.",Neutral,7,App stability & updates,10.933917,3.6682105
I can't pay for the premium version.,Positive,1,Premium / paywall friction,9.527892,3.4230795
"The app itself is really nice. I like how the widget displays my schedule for the day, it.gives me a very nice grasp of my time. The bad thing is that it slows down my smartphone, I have a S9, and it drains a lot of battery. It makes my phone lag and ""stutter"" when I try to open it. I uninstalled ans reinstalled apps to check my theories, so I uninstalled this one, the phone was doing so much better. And I even PAID for the Pro version!!!",Negative,8,General task/app praise,12.526997,5.545372
"I like this update.. however i still think this app could be better in UI.. 
in future, could you add the visual improvement like adding progress bar in 
each characteristics and skills so we can track our progress more fun.. 
also just suggestions you could add health and magic point like in real RPG 
game.. alot people would like that i guess..",Positive,8,General task/app praise,13.948841,3.9205868
Been using it for years for my CalDav calendar on OwnCloud. Works great.,Positive,10,Calendar integration,16.1158,7.0324335
It has the most qualities i want in an app like this,Positive,2,General positive,11.891348,2.8032234
Mot sure why but app does not sync with calendar at all,Negative,10,Calendar integration,15.449748,7.44537
Good deal and good function,Positive,3,Ease of use,13.280264,1.5530546
The new version is so complicated loved the old one it was simple and easy and quick to use it was perfect,Negative,3,Ease of use,11.396981,3.6821258
Dislike the latest widget downgrade - the loss of the ability to select multiple tasks is frustrating. Not sure how long I will stick with this app now as the widget is far less user friendly than previous version.,Negative,11,Widget issues,12.234991,6.4258876
I've used a lot of task lists and this one is my favorite. It is so flexible and I can use it for all areas in my life.,Positive,0,Task management,13.925624,4.3342514
This app noticification sound didnt work...always silent and vibration ...i done everything,Negative,7,App stability & updates,12.7618685,8.266734
Cheap paid version... covers all u need to maintain a todo list,Positive,0,Task management,12.82995,5.768753
I wish I could create notes without having to select a date. Otherwise so far so nice 🤓,Positive,0,Task management,13.865116,5.1138225
"Overall, I like the latest update. It's perfect for making schedules. I do wish the blocks had two catagories, past & upcoming so I don't have to scroll past old events to get to my current events. I also wish blocks still had the personal icons instead of only tags.",Positive,10,Calendar integration,13.915281,4.7210274
Sync problem is a deal-breaker. All that info is now lost. I used it for over a year. :(,Negative,9,Sync & login issues,9.859256,6.194126
Pretty good. Does what I need it to do.,Positive,3,Ease of use,13.322195,1.7841473
Good for a shopping list,Positive,3,Ease of use,13.013705,4.4905033
"I'm sure some of what I experienced could be addressed, but the little things kept piling up: -Certain things are on autofail but history shows no failures -Items that failed/passed the day before aren't showing up in history for hours -Marked something as done but it alerted me to address it an hour later (multiple times) -Got notices to perform tasks that weren't scheduled for that day Plus others! Loved this app but finally gave it up.",Neutral,9,Sync & login issues,14.076737,6.164726
"Too many ads, and it doesn't automatically save your work. Also, everytime I exit, and reopen it, it brings me to a different page than I was on.",Negative,6,Ads friction,16.45776,8.441653
BEST TASK APP EVER!!!!,Positive,8,General task/app praise,13.625339,4.195486
"DON'T download. After installation my calendar was FULL of commercials! ""You won an iPhone"" events with alarms.",Negative,6,Ads friction,16.501799,8.089538
não tem a opçāo de sub tarefa,Positive,3,Ease of use,9.705873,0.16861896
"Good, but notifications not working.",Neutral,4,Reminders & notifications,12.722936,7.8183746
"Incredibly disappointed with the new update. This app used to be visually pleasing because of the vast variety of trees, but now you have to pay for every good aspect of this app. While I understand the developers need (and deserve) money, there is a limit.",Negative,7,App stability & updates,8.217711,3.4049716
Very easy to use. Have all I need,Positive,3,Ease of use,13.807253,1.0254173
"I really like this app, I purchsed it forever. ❤❤🙏🙏",Positive,2,General positive,11.447816,2.3904784
This is awesome,Positive,3,Ease of use,12.248855,0.9956471
"I loved this enough to pay for it in the beginning, but months ago syncing stopped working altogether. No desktop functionality at all. Kept crashing on S7 Edge. Won't pay for something that never gets fixed.",Negative,7,App stability & updates,10.172531,5.7874117
It helps to do tha things in better way. :) ;),Positive,5,Habit tracking,14.38669,2.2794802
"I love the App. However, I recently renewed my phone in China and I need a version that will run without Google play services. - Please make something available so that I may continue to enjoy Todoist",Neutral,7,App stability & updates,12.536007,5.53027
"Not the bloody annoying calendar/task widget thing again. You did this once before. I don't want to use your calendar, just the task list so please bring back the option of a widget without the calendar option written at the top. Will use an alternative until I see AnyDo has been updated.",Negative,11,Widget issues,15.733235,6.6443157
"UPDATE: 5* still. Note20 Ultra. UPDATE: 5* again. Note8 now. Long time user here, on Galaxy Note4 now. Love the new design, but hate that I cannot fully trust it anymore, especially with templates (which used to be a big plus for v1.0). Specifically, on several occasions (and more than 1 template, it's not a settings fault) it will assign a random date to the event - for once, but not always, it seemed to be the date when the template was created?! Will update/upgrade stars when this is fixed.",Positive,10,Calendar integration,14.349838,6.125204
Im not paying for it. I dont care how good it is,Negative,3,Ease of use,12.439838,1.6984235
"In this free version, we can add 5 habits only.",Neutral,5,Habit tracking,15.632889,3.4785702
"The latest update is poorly designed for users with lots of tasks, completely changes the old interface, with attending bugs, out of the blue. Biggest fan to dead in the water overnight. Shocker.",Negative,7,App stability & updates,11.44624,4.0699053
Add option remind at specific location instead of time only. If this is already there can you please educate me how to use that?,Negative,4,Reminders & notifications,14.092353,7.0754595
"I used to love this app but, like most apps on Android, it's gotten 
progressively worse. Now I try to add something to my list by clicking the 
+ button, then I type something in, then I hit the send button, then it 
looks like it's doing something useful, then nothing happens. I've looked 
and I don't see any setting that I'm screwing up or anything and the 
default functionality of the to do list probably shouldn't require you to 
change something for something to show up anyway. Glad I tried this before 
renewing my premium. I'll go find another app.",Negative,7,App stability & updates,12.673526,5.3303905
Has really helped me get more done and stay on task!,Positive,5,Habit tracking,14.5829315,2.4545424
"Fantastic software, an edge over others",Positive,2,General positive,11.772139,2.1021178
"Sufro de ansiedad y TOC, han cambiado el diseño de la aplicación SIN PREVIO AVISO y no te están las cosas como yo deseo, cómo hago para regresar a ver los colores y los íconos, ESTO ES REALMENTE MOLESTO",Negative,3,Ease of use,9.662247,0.17309646
Suddenly stopped giving audio reminders. Tried everything including re-installing and turning on all notifications. Uninstalled.,Neutral,4,Reminders & notifications,12.907083,7.9939227
"Sorry but the migration from Wunderlist made some things worse. The architecture stays the same and this is good but there are some things that are doubtful unfortunately. Why do I need to flag each task to make it appear on ""My Day"" ? If I assign a task for today, I want it to appear already in ""My Day"", otherwise what's the point of this ""My Day""? Not too many customization possibilities, the look of the app is a bit bulk and not so elegant. Some reminders are not working. I hope this can help",Negative,0,Task management,14.166683,6.2040124
"Since the latest update, where you now always have to assign a tag, I will choose one, because I have to now, and then when I check on my timer a while later, the app will have changed the tag to something else for some reason.",Negative,4,Reminders & notifications,14.3250265,5.271413
"This app is an excellent idea, if only it worked. I have been unable to move off the home screen without it crashing. Its a shame as it has a lot of potential.",Negative,7,App stability & updates,11.211478,4.737113
Top to play of not watching your mobile with your family,Positive,3,Ease of use,13.049872,3.225898
"I am not receiving my notifications on any of my tasks/projects I have scheduled, so I end up missing out on things I want to take care of. I have it turned on in Settings. Why is that?... I utilize the Smart Schedule tool, but still no notification. Pls help or fix.",Negative,4,Reminders & notifications,12.856204,7.6116138
The widget doesn't auto update after I add an event. Always need to click the manual refresh button. Same goes for when I delete an event.,Negative,11,Widget issues,11.46188,6.9935203
"Used to love it, now it's been an issue after issue with this app. You'd expect that it would perform at least the basic task of reading my calendars. Doesn't even do that anymore, no matter how many times I try to sync it. So much for getting the ""premium"" version. Disappointing.",Negative,10,Calendar integration,15.62985,7.0462637
"It's really only useful if you are doing recurring tasks at the same time, on the same days, etc. I set up a lot of tags (categories) but they can only be applied to the routines, not events or reminders. I was also not able to copy/duplicate events, which would have allowed me to reuse the same tasks at different times or days without setting up a brand new event. Disappointed in the app's scheduling capabilities.",Neutral,0,Task management,14.51145,5.4247303
"Liked the prioritization by dragging and the highlighting, but there does not seem to be a way to create recurring tasks. That's a deal -breaker for me. I'm uninstalling",Negative,0,Task management,13.530168,5.697054
Not as good or sleek as wunderlist. I miss wunderlist.,Negative,3,Ease of use,12.236594,5.4351335
The application looks nice and simple. But the synchronization between mobile and desktop version is awful. A lot of pictures from tasks which were added via desktop version are not accessible on mobile and vise versa,Negative,7,App stability & updates,12.091205,3.3884299
"Busted from the start. On the first open of the app I got a 3 pane swipe intro and the first 2 were blank purple screens. Then, on the Avatar creation screen the Avatar wasn't visible. When finally getting in to the app the ""help text"" bubble didn't point at anything, just the bottom of the screen for the whole dialogue. This app sounded interesting but it seems there's a complete lack of interest in quality.",Negative,7,App stability & updates,11.436994,4.5225205
"I need this app to share tasks real time with my significant other. Unfortunately, when she is adding tasks from iOS, sometimes they do no show up for me. Switching to Microsoft To Do and no problems. Additionally, being able to paste multiple cells from Excel makes MS offering indispensable, something I would sorely miss if I returned to Any.do.",Negative,8,General task/app praise,14.222452,5.5659766
It's kinda bad sorry,Negative,3,Ease of use,12.622061,0.6633907
I loved this calender but it's really disappointing how often I add something and the next day it's disappeared.,Negative,10,Calendar integration,16.132938,7.284029
Dipak day Cox,Negative,3,Ease of use,15.382881,5.6054945
"I have been using this app for quite some time and I'm really enjoying it. First thing in the morning I schedule my day, which enables me to spend a v. productive day. I've become quite dependant on it. I'd suggest to add a search option for tags. I have created a bunch of tags and it's really time consuming to scroll all the way over and over again to insert tags. Also, I saw a bunch of great suggestions in the reviews and it would be great if they are implemented.",Positive,8,General task/app praise,13.945925,4.7230844
Good app need to be able to synch with Google Calendar,Negative,10,Calendar integration,15.7140255,7.152864
"I want to use it but it requires a Microsoft account, it looks good though",Neutral,1,Premium / paywall friction,9.675035,4.534546
"Recently the app has shown a bug in repeat appointments. I always have repeated 3-day-appointment for Friday, Saturday, and Sunday. It starts in the evening of Friday and ends next Sat morning, Saturday evening to next Sunday morning, and Sunday evening to next Monday morning. After Monday, the appointment repeats every 5 weeks. It used to work correctly until mid 2018. Now, the Sunday-evening-to-next-Monday-morning appointment appears in the week before the correct week. Please fix it. Thanks",Neutral,10,Calendar integration,15.059311,6.633979
Great for groceries and remembering long-term to-dos,Positive,5,Habit tracking,13.9961815,2.382219
It is a really useful app,Positive,2,General positive,12.3550825,2.1964393
"Increase my productivity, helps me to remind, and also the price for premium version is also very less.",Positive,1,Premium / paywall friction,13.547417,6.793153
"Since last major update, rescheduling a task takes you to the day where it is scheduled, preventing you from quickly rescheduling all tasks on a given day. Productivity killer.",Positive,0,Task management,13.985996,6.0680795
Good app to use. I've been bullet journaling by hand but moving back to digital and this was the best I found to transition. Early days but so far so good,Positive,2,General positive,12.434532,3.0051572
"Great app, very helpful and really cute interface. I just want it to go with deep focus mode without asking for so much of permissions. Otherwise it's really great app",Positive,2,General positive,13.578812,3.0378373
I just started using it. So I'm not sure how good it is yet. I do really wish you could do bullet points like: * - - That you could check off. It would be much easier in some cases than a separate sub list. & That is currently what I need 😪.,Neutral,3,Ease of use,12.988202,4.5301824
"Great concept, but riddled with bugs. Sign up was horribly difficult, with the servers not responding and the app failing to realize I was trying to change my username and display names. App reset at around 7:00 pm, instead of at midnight of my time zone, which I had double checked beforehand. I want to like it, but this is becoming downright frustrating.",Negative,9,Sync & login issues,10.2736435,4.8823943
"Simple, helpful and very neat.",Positive,3,Ease of use,13.788902,1.2134328
I have not installed it...not sure if it was somehow installed by hacking,Negative,9,Sync & login issues,11.148719,3.9739637
Super cute! And I h8 to kill my trees so I stay off my phone,Positive,3,Ease of use,8.076396,3.1735308
Sync doesn't work,Negative,9,Sync & login issues,9.911757,6.309161
It's a gr8 app. Very useful for daily planners. But i would suggest it to have even weekly as well as a monthly planner.,Positive,8,General task/app praise,16.242613,5.4299498
Same issue as Don Smith who wrote a review on 10/10/19. Will consider this app but the lack of slide visuals and character visuals makes the app in-op. Current phone is the Google pixel 4xl......perhaps I misspoke in regards to the reply. My issue is not with the visuals but the lack of visuals. Everything is blank for me so literally can not see half of the content.,Negative,7,App stability & updates,11.468423,4.3825874
"The sound reminders are basic, should be on the free version. Price is absurd. Just gonna continue with tick tick.",Negative,4,Reminders & notifications,13.491063,7.011728
Love this app,Positive,2,General positive,11.326024,2.0787137
"Purchased the full version which did nothing. Opted for a 24 hour face, again nothing. Tried to add additional events in upcoming days, did not show up at all.",Negative,10,Calendar integration,15.609174,7.669722
not user friendly,Negative,3,Ease of use,12.845369,1.1804613
"Love how it looks and % success, but hate that once you make a habit you can't change it. I had a habit going for only weekdays, but a month later I wanted to change it to every day. I either had to leave it or lose all the data so far.",Neutral,5,Habit tracking,15.430198,3.7425005
"The premium version might be good but the free version is more restricted then other to-do apps, you can not even use the labels/ tags function without paying. If you are looking for a free todo list this is probably not the app for you.",Negative,8,General task/app praise,12.814014,5.6635537
"So far the best productivity app, with this being productive is fun",Positive,8,General task/app praise,13.234196,2.8874192
"Widget never loads, making it nigh unusable in the way I used Wunderlist prior to the migration. All my lists are updated just fine in-app, but every item is just ""Loading..."" in the widget. Tried removing the widget and adding it again, tried stopping all services, tried re-installing, nothing works.",Negative,11,Widget issues,11.529042,6.953899
"I'm changing my review from 5 to 2. I'm a pro subscriber and love this app, but latest widget changes for Android are truly terrible. I can't click the todoist icon to get the app open anymore because that's gone, I can't click the reschedule shortcut button anymore because that's also gone, and I can't select multiple tasks to mark done at once via the widget anymore. But hey it's transparent now! Horrible update and I hope the team behind this update sees this review.",Negative,11,Widget issues,11.783071,6.6246257
"Gamification is good designed but the app works kind of laggy, 5 star when redesigned",Neutral,7,App stability & updates,13.359262,3.62471
This is one of my favorite app's,Positive,2,General positive,11.315939,2.017527
Absolutely love this App! Especially it's support for markdown 😉,Positive,2,General positive,11.420992,2.0204554
"After using this product for a month on the computer and my phone, I have found it to be laggy and frustrating to deal with. The free option isn't as good as other options such as Microsoft To Do and the paid solution offers little more than these either.",Negative,1,Premium / paywall friction,10.735925,3.629822
"I'm sure the app is great seeing all the positive reviews not had earned. But having dark mode being ba premium feature is a deal breaker for me, because I would like to extensively test a product before considering a premium subscription but I can't get to use an app that forces light mode why all of my other apps are dark",Negative,7,App stability & updates,10.878965,3.6509476
I think this app is the best option for a to do list except that the sync is terrible. I just paid for premium and the app will not sync. During the trial the sync between android app and PC app was also very bad. If they could get the connection/sync issues fixed it would be a great app. If I can't access the premium features I paid for in the next few hours I'm going to be requesting a refund...,Negative,8,General task/app praise,12.761465,4.935824
"The app itself is great, it syncs with the echo to get your tasks... Without an audible reminder of tasks though it's not really any use and to get reminders is 3 quid a month.",Neutral,8,General task/app praise,13.612187,6.7065496
Best app ever used,Positive,2,General positive,11.491922,2.3560302
You can't even look at your schedule in the weekly view without paying their $5/yr subscription. Trash.,Negative,10,Calendar integration,15.584876,6.0084715
A very good reminder app.,Positive,4,Reminders & notifications,13.867482,6.968661
Do i need to pay?,Positive,1,Premium / paywall friction,9.949363,3.1807985
"Subscription only!!! You were sarcastic first, with your remark about me wanting everything for free when I never said that or even implied it. So you stop being sarcastic/rude and stop bothering me also and I'll stop bothering you. If you don't want people to be rude then don't be rude to them. Subscription only!!!",Negative,1,Premium / paywall friction,9.680463,3.738494
It's too difficult to understand,Negative,3,Ease of use,13.18351,0.39182547
"Excelente programa, me ha ayudado muchísimo y puedo ver de forma gráfica todo lo que debo hacer en el día.",Positive,3,Ease of use,9.711387,0.1913631
"This app is freaking phenomenal! Instead of having a billion alarms in my phone that I have to go over all the time, I can just set up schedules and go about my day. I have my daughter's school schedule since we're distance learning. My son's band schedule. My work routine. Even simple things like when to brush my teeth so nothing gets missed in the chaos that is quarantine life. I have ADHD, so being hyper-organized is super important for me, and this app cuts out so much stress!",Positive,8,General task/app praise,14.275273,4.1259294
Great App. Love the layout,Positive,2,General positive,11.680957,2.4570086
"Despite various updates to ""fix bugs"" the first few screens of this app are still completely broken on Android. The app beyond sign-in still functions...but that's it. The game aspect is weak, the app isn't very well designed, and the tutorials tend to be broken on Android as well. I prefer apps like Fabulous, which I think approaches the subject of mental health and habit forming in a much better way.",Negative,7,App stability & updates,11.524072,4.605888
The website works but the app is blank.,Negative,9,Sync & login issues,10.463451,4.9832687
I just updated the app and I can't use it anymore cause it suddenly closes:(My android version is 8.where can I find the previous version to download? I'm sooo sad:(((,Neutral,7,App stability & updates,10.701698,4.590159
"Used to be my fav app for task app.. But there are many features missing.. 
Themes are paid.. There is no local back up option.. I lost my tasks 3 
times.. 3 times i had to add them again.. Going to tasks now.. Much better 
app!",Negative,8,General task/app praise,12.382019,4.660873
Very conveniant and useful. The reminder function is also really nice to stay on top of activities.,Positive,5,Habit tracking,14.726175,3.1135721
"Worthless. Contacted ""support"" through the app over a week ago, and still no reply. I paid for the year, but I will be cancelling it, as paying to have basic features on this app is a ripoff for the customer. Crazy to think I paid and still get no support. Go with another app and save yourself the money an the hassle of Todoist. THANKS. UPDATE: THEY HAVE FINALLY REPLIED, SO UP TO 4 STARS, AS AT LEAST THEY GOT BANK TO ME.",Negative,1,Premium / paywall friction,9.856816,3.940783
"fantastic app a critical flaw... one touch completion, now when you brush the screen your tasks get set to complete and you can't find them easily.. (updated July 25) the developer asked me to respond to comment... thanks for responding. don't fuss on my part .",Negative,7,App stability & updates,12.574898,4.80766
It doesn't work for me. It always get out of the app,Negative,7,App stability & updates,11.323778,5.5174
"It let me add a couple things to the schedule, then when I try to add a reminder to take my daughter to school in the morning and told me there was a conflict. Deleted everything else still said it had a conflict. If I can't easily do the simplest thing it was meant to do I don't have time for it.",Negative,0,Task management,14.691176,6.671545
Very very very very very very very very very very very very very helpful app,Positive,2,General positive,11.973898,2.1466842
Application is much nice but windows application having much synchronization issues. It would be big improvement if it gets sync across all devices specially windows application.,Positive,2,General positive,10.380577,6.027492
I've used several and this is the best I've used. Clean interface and every feature I want.,Positive,3,Ease of use,12.643306,2.7360659
"Great tracker! Wish there were more colors to choose from, especially if you have more than 8 habits you're tracking.",Positive,5,Habit tracking,15.263672,3.4698327
Got a new tablet which sync my notes fine after I uninstalled and signed back in. My new phone won't sync. On the app for my phone there is no place to sign out! Frustrating,Negative,9,Sync & login issues,10.520615,6.1308913
After you change it to pro version I have no motivation to study because I dont have tree Iam a student and I can't buy pro version But I love your app very much before pro version Please return it to free version,Neutral,7,App stability & updates,8.552333,3.8419824
Nearly perfect for daily usage. Is there a way for widget do display tasks hours I think this would be massive help for the users?,Positive,11,Widget issues,14.942751,5.409647
"Very nice app but I have a question regarding the premium version. I have bought the premium version of this application so my question is that, if I buy a new phone can I still use the premium version of this app on the new phone? Or do I have to buy it again on my new phone? Kind regards",Positive,1,Premium / paywall friction,9.577535,3.8451297
Not sure if it offers the option to have a list displayed on your home page which is what I am looking for,Neutral,0,Task management,13.019234,4.760239
My alarm isn't ringing please help. Everything else is fine,Negative,4,Reminders & notifications,13.289154,8.226623
"Nice idea, but nothing was really working for me, party not showing 
members, errors connecting, not worthy the annoyance",Negative,9,Sync & login issues,10.479241,4.5964375
"This app is very good. You can make a list of any activity which you do and keep yourself updated. Only concern i can see.. whenever we entered any task, open date should come.. and when we finish task finish date should come. Also if we want to delete any Task list, than app doesn't allow us for do that.",Positive,8,General task/app praise,14.101291,5.6744847
Really a full package app for all types of need I loved it so much.,Positive,2,General positive,11.466123,2.487342
"Guys, This is Chinese origin copy of Wunderlist app which is Free of Cost & here they charge claiming for premium features. Not Worth!!",Negative,1,Premium / paywall friction,12.131763,5.309459
I have the premium version. I had been using Wunderlist. The most amazing Todo app ever and very intuitive. Tick Tick has worked well as Wunderlist is no longer supported. However some key things I truly miss. Push notifications when someone texts within the app. Notification that someone else has updated or completed a task or list. Copy and paste everything I need into a section as a single item in the list instead of everything becoming its own item in a list.,Neutral,0,Task management,12.8559,6.0943203
Great!! I use it to manage homeschooling.,Positive,5,Habit tracking,13.795731,2.4510894
"Great app, lots of ads",Neutral,6,Ads friction,16.551224,8.602246
I love this app. A couple of suggestions 1 for the repeat function I wish it had more flexibility such as an end date Since I am a visual person I would love it if the task list had color associated with the level of importance. But i do love this app so much that I upgraded,Positive,0,Task management,14.130248,5.238122
It is truly amazing app for productivity. I wish to give 5 star but many features are not available in the free version that's the reason I'm giving 4star.,Positive,7,App stability & updates,11.82801,4.592628
Awesome app The best to do app that I have used and I have. Used a lot it's better than todoist for its coustimization even in the free version. It's just great!,Positive,2,General positive,12.68968,5.452029
"A very good rip-off of LifeRPG—taking all of the useful features of task management, reward motivation, and RPG-style stat levels, and making the UI simpler and more user-friendly. Seems to be monetizing the idea though, putting in ads and lots of in-app purchases and requiring a RECURRING payment subscription rather than one-time purchase to unlock features",Positive,8,General task/app praise,13.319623,3.6103487
mobile app isn't very intuitive but the desktop app is good,Neutral,2,General positive,12.084848,2.663287
I love that the app interface is so easy to use. The reason I don't give it 5 stars is because you can't export notes. It would be ideal if that could be done.,Positive,8,General task/app praise,13.627117,5.025679
The new update is really disappointing. I was truly enjoying the app and watching my forest grow.,Negative,7,App stability & updates,8.246277,3.3306272
"Is NOTHING free anymore??. It looks like a good app but as soon as you open it, it gives the subscription rates 🤬🤬🤬🤬. I uninstalled immediately. Don't bother. Believe it or not, some people don't enjoy being nickle and dimed!",Negative,1,Premium / paywall friction,10.180091,3.4148226
I really like it. I wish the icon could be custom made. For example IF I could use my own png files as icons that would be cool. Especially for achievements.,Positive,3,Ease of use,12.612996,4.0342474
I WOULD say this is nice but you need your email adress and I gave my correct one but it said please enter a valid email adress. This is nice and i am not cursing but please remove the fact that we have to place our email adress😕. I know this is not my app or game but im just giving a suggestion. TQ.,Negative,7,App stability & updates,9.747596,4.7576118
Can't remove habits,Neutral,5,Habit tracking,15.645815,3.4555516
So far so good. I love creating my own adventure. Still learning some of the functions. Maybe a tips video could help. I can't wait to see what other fun things can be added. More community or friends list. Or leader board. Then get us to do in app purchases for new items or level streaks. I just like this a bunch. So thank you!,Positive,8,General task/app praise,13.805212,3.4773755
"Just what I was looking for, this works for me.",Positive,3,Ease of use,13.204525,1.459511
"I wish that once I completed a task, it re-sorts to the bottom of the day, so that the next task shows up on top of the PLANNED list.",Neutral,0,Task management,13.446985,5.6344423
I love this planner it keeps me on schedule and I can write in Notes to clock hour's,Positive,5,Habit tracking,16.20788,5.4129944
"I love the app and it's customizablity with some notes; repeats are confusing and not easy to work about (for instance repeat times during one day versus general repeats), moving tasks to different days (calendar drag?) , can set specific times on multiple reminders, making routines, changes easy to lose when pressing back, and unable to manually order tasks by preference in list form. Adding stars for great responsiveness and care of creator =D",Positive,8,General task/app praise,14.186835,5.431663
Easy and quick to update,Positive,3,Ease of use,13.83323,1.0627156
"Why are you counting inactive habits for the 5 habits total? It's ridiculous! There are many other apps that don't have this silly, cash grabbing limit.",Negative,5,Habit tracking,15.36879,3.609777
Very nice app.,Positive,2,General positive,11.762238,1.9864829
This app doesn't work the way we won't. It doesn't notify after even permitting it.,Negative,7,App stability & updates,12.578046,7.4507465
The notification on my Tickwatch C2 has no vibration 📳 please fix,Negative,4,Reminders & notifications,12.858711,8.135494
"I'm disappointed, having lost my data twice because there is a serious lacuna in its program. When I delete a 'daily' item after completing it, it should go into the 'completed' list and its next scheduled occurrence immediately appear in the current list. But at times it doesn't happen like that, and if I've deleted it from the completed list even after some hours, it just disappears for ever. Seems that this action is server-dependent rather than being localized, and on the mercy of internet.",Negative,0,Task management,13.248471,6.1069303
I don't found usefulness,Negative,3,Ease of use,13.570646,1.9824588
This App is great and it helped me organizing my time. Thank you Microsoft.,Positive,8,General task/app praise,14.947923,4.9332104
I dont understand anything. it's super complicated,Negative,3,Ease of use,13.151822,0.43219864
I began using this app 18months ago after having a baby and feeling that i was never feeling organised. It has been a game changer in helping me schedual all of the little things and keeping me on track,Positive,8,General task/app praise,14.012046,4.128383
"Bargin bin Wunderlist. We had and enjoyed Wunderlist for years. Microsoft bought it and we were migrated over with the assurance it was justvas good. Nope. It sucks. Tasks assigned on the same list, due the same day, with the same reminder settings dont show up on a master listv of tasks. On to the next one.",Negative,0,Task management,12.292237,5.537792
"Very effective app ,I love it 😍",Positive,2,General positive,11.854644,2.0063283
Alot of great features and cry informative and reminds you as well . Great for me thumbs 👍,Positive,3,Ease of use,13.064687,2.467126
it would be great if we could have geographic reminders like when you drive home and it will remind you,Positive,4,Reminders & notifications,14.011195,7.0386457
"This app my 📱 phone number and used google account number and my all oldest play games with real money and Olympic tired my add all miss and hack accounts add loss money and my all 3 years use number usbGoogle Play Store activities add a""hithis list, not sear in this app use other people birdseed.",Positive,7,App stability & updates,10.07371,4.2734118
Would be 5 stars if there were a setting to automatically return to home screen when creating a task via the widget,Positive,11,Widget issues,11.896273,6.718576
"App cannot sync in backround so it does not sync with your tasks created for example on your PC until you open it manually sync it. Very annoying feature and also making your tasks ureliable... Too bad, because otherwise it's perfect... P.S. I already has contacted the support, they sent me automatic reply and nothing has happened since...",Negative,9,Sync & login issues,11.510294,6.226526
I wish there would be a widget on lockscreen,Negative,11,Widget issues,11.844783,6.939036
"Hi Developer. Need to improve note module. It fix only for protrait view, which is when I'm using landscape view (tablet with keyboard), I need to adjust my head or the gadget. TQ",Negative,11,Widget issues,11.012331,3.8489752
Landscape mode only? Big problem. Cant make it portrait on my kindle fire 8,Neutral,9,Sync & login issues,11.090835,3.8696656
There are lots better calendar/task tracking apps out there.  Calengoo to name just one.,Negative,10,Calendar integration,15.900905,6.539121
"This app has done a good job of helping me keep track of tasks. Dailies, Habits, and the To Do with checklists have been wonderful. I just don't like the new redesign. Nothing looks to be where it should be to me. It now feels bulky and clunky, and I feel like it will make me use it a lot less because it is now uncomfortable to look at.",Neutral,8,General task/app praise,12.598525,4.529385
Great app. I would love to buy it for lifetime but the price is too steep for a student in india. Hopefully like Netflix and Spotify etc have done with their prices for india. You can give us some price which will be affordable in our country.,Positive,1,Premium / paywall friction,12.923057,2.7177145
Very easy to navigate. I love it,Positive,3,Ease of use,12.751247,2.3342144
why doesn't adjusting habit streak reflect in health and experience (say if i accidentally clicked + or - for a habit)?,Neutral,5,Habit tracking,15.511935,3.5928543
tutorial did not explain much and too confusing to figure out the benefit of using this app.,Negative,2,General positive,12.1937475,2.3658912
"Doing all I need, all good.",Positive,3,Ease of use,14.479675,2.242397
"Setting up late events (past 11pm) is literally impossible. Start and end times/days will shift randomly when I make a change to the other.  Whenever I do manage to get both right, I get a ""Same time"" error even though clearly the start and end times are different.",Neutral,9,Sync & login issues,15.000606,6.2900286
"Great Very usefull, please add fitur search to find an old note",Positive,3,Ease of use,13.724418,5.137401
Just getting started on it.,Positive,3,Ease of use,13.6035385,1.2259779
Makes it easy to see whats ahead on the agenda,Positive,3,Ease of use,14.267477,2.546402
How'd u adjust an event duration ?,Neutral,10,Calendar integration,15.184716,6.2080555
The app is near perfect. It has just one flaw for me: adding pictures or files or other attachments. Why do I need to be online to add files to a reminder? Please make attaching files available offline to add an extra layer of convenience.,Positive,4,Reminders & notifications,13.823914,6.5035768
